created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-28 11:59:47+00:00,"RT @spectatorindex: BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China.",thefirstparth,"Allahabad, India",Retweet Merchant.,360,583,13010,False,"BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China."
2020-01-28 11:59:54+00:00,"RT @spectatorindex: BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China.",shreyakhanna91,"Punjab, India",No Value Mentioned,375,1975,20864,False,"BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China."
2020-01-28 11:59:05+00:00,"RT @spectatorindex: BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China.",sid_shenoy,"Bangalore, India ",Uncertainty Certainly.,335,191,16437,False,"BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China."
2020-01-28 11:59:21+00:00,"Coronavirus LIVE: MEA to begin evacuating Indians from China's Wuhan

Catch LIVE updates on #coronavirus outbreak

https://t.co/gbrIEvkhF9",bsindia,India,Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily,1881491,379,275632,True,No Value Mentioned
2020-01-28 11:58:29+00:00,"RT @aminsyafee: 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",Kiara44092709,"Indianapolis, IN",❤️#TaehyungforGucci | 💙 Blueberry Tae Enthusiast | 💜 I Purple Youu~ | 💖 Go follow my bestie @vopemochi | 彡ﾟ◉ω◉ )つー☆* | IM SEEING BTS ON JUNE 6th !! 🧡💛💚🤍,19,48,729,False,"2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jakarta flood
- wuhan coronavirus outbreak

these happened within a month and we got 11 months to go https://t.co/xZK4g3Z3JY"
2020-01-28 11:58:37+00:00,RT @Kailkark: @spectatorindex He was a tourist bus driver who had been with 2 Chinese tour groups from Wuhan in January.,_Sid14_,India ,don't be fucking stupid,539,146,48058,False,@spectatorindex He was a tourist bus driver who had been with 2 Chinese tour groups from Wuhan in January.
2020-01-28 11:57:58+00:00,@fcbsiaaaa @statsofsahil Wuhan is still afar from himachal so he's safe I guess.,INDcule,"New Delhi, India","⚽ Barca
🙌 MESSI",581,171,23220,False,No Value Mentioned
2020-01-28 11:56:12+00:00,"RT @spectatorindex: BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China.",IFSHAN_ASHRAF," Kreeri Baramulla , India",#philanthropist kashmir world's highest militarized region - RT endorsement not always / Ex-josephite. /prisoner of caged paradise/ medical,247,110,15051,False,"BREAKING: Japan confirms coronavirus case in individual who never travelled to Wuhan, China."
2020-01-28 11:56:23+00:00,RT @IMukherjee: Again Air India for rescue.. What will happen when privatized? @narendramodi @rajnathsingh @AmitShah @Swamy39 @sambitswaraj…,akhil_glg,"Uttar Pradesh, India",Blessed Indian🇮🇳 || Mahadev ❤️❤️ ||Sanatani 🚩||#ModiBhakt😎|| #ProudSanghi || Afzal & Kanhaiya supporters stay away👊👊,399,520,18248,False,Again Air India for rescue.. What will happen when privatized? @narendramodi @rajnathsingh @AmitShah @Swamy39 @sambitswaraj  https://t.co/D0kSWgus79
2020-01-28 11:55:37+00:00,RT @IMukherjee: Again Air India for rescue.. What will happen when privatized? @narendramodi @rajnathsingh @AmitShah @Swamy39 @sambitswaraj…,japeshmethuku,"Bengaluru, India",No Value Mentioned,118,338,15203,False,Again Air India for rescue.. What will happen when privatized? @narendramodi @rajnathsingh @AmitShah @Swamy39 @sambitswaraj  https://t.co/D0kSWgus79
