created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-20 21:00:02+00:00,"RT @BunTeaGunTea: Prayers 🙏 for everyone in West Bengal, Odisha and Bangladesh as Super Severe #AmphanCyclone makes landfall.

Just hoping…",MosinAttar7,"Pune, India",राष्ट्रवादी कॉंग्रेस कार्यकर्ता♥️,15,247,425,False,"Prayers 🙏 for everyone in West Bengal, Odisha and Bangladesh as Super Severe #AmphanCyclone makes landfall.

Just hoping that the sheer might, gustiness,  and destructive wind velocity of #Amphan gets curtailed and reduced as it passes. 

**STAY HOME &amp; STAY SAFE** https://t.co/XhXt9f7evU"
2020-05-20 21:00:03+00:00,"RT @SkyNews: Google and Apple have launched their #coronavirus contact-tracing system on smartphones around the world, providing public hea…",im_deepkansara,India,"YouTube Content Creator • A Human Being •    New Videos Every Week•
https://t.co/7z0mhT5Bws  #Youtube",8,269,255,False,"Google and Apple have launched their #coronavirus contact-tracing system on smartphones around the world, providing public health agencies, including the NHS, the option of building contact-tracing apps based on the companies' technology https://t.co/J4OzAmsMQy"
2020-05-20 21:00:05+00:00,"RT @Tim_Vickery: Brazil's polarisation applied to football. From espn;
https://t.co/PWn7beuegV",NipunChopra7,"Indianapolis, IN","Neurodegeneration researcher. @DepauwU grad turned Assistant Professor. ⚽️ and 🐶 lover. Staff writer, @soctakes . @soccerreporters V-Pres.",5347,1439,55544,False,"Brazil's polarisation applied to football. From espn;
https://t.co/PWn7beuegV"
2020-05-20 21:00:07+00:00,RT @ANI: 14 new #COVID19 positive cases detected from Sarusajai quarantine centre. Total number of positive cases in the state stands at 18…,vishsuraj111,India,The Man From No Where😎,11,227,2367,False,"14 new #COVID19 positive cases detected from Sarusajai quarantine centre. Total number of positive cases in the state stands at 185 including 130 active cases, 48 recovered/discharged and 4 deaths: Assam Health Minister Himanta Biswa Sarma https://t.co/tLnUIqRyNP"
2020-05-20 21:00:07+00:00,"RT @ANI: Madhya Pradesh:Liquor shops in rural areas of Indore remained shut,although state Govt allowed them to open from 20 May. Mahendra…",MdKhali75223787,"Hyderabad, India","Animal Lover,Love to travel,explore new place and https://t.co/ABINFzCWuq food,football and https://t.co/lPsqyljFjQ and respect everyone irrespective of cast,religion,sex&status",129,1815,15531,False,"Madhya Pradesh:Liquor shops in rural areas of Indore remained shut,although state Govt allowed them to open from 20 May. Mahendra Namdev,a liquor firm owner says,""Condition of Indore is like that of Wuhan. We don't want to aggravate situation by opening liquor shops"". (20.05.20) https://t.co/XypPb1M3XA"
2020-05-20 21:00:07+00:00,"RT @GirishNaught: BJP Mumbai is distributing special Ayush Kadha that can cure 99.95% #corona patients..!! 

Looks like BJP finally found t…",a_rare_quality,Dharti ka naya Paatal (India),"a MUSLIM loving HINDU!!










































Liberal, Secular, Socially Aware, like to read Human Brain..",206,99,8532,False,"BJP Mumbai is distributing special Ayush Kadha that can cure 99.95% #corona patients..!! 

Looks like BJP finally found the Sanjivani Booty! h/t @IAshishMete https://t.co/2YbmSaeNmt"
2020-05-20 21:00:12+00:00,Narayanan strikes it rich in lockdown time https://t.co/377QPaZ2dn,Latesttrending2,"Kolkata, India",Honesty and integrity are absolutely essential for success in life - all areas of life. The really good news is that anyone can develop both honesty and integri,101,12,7064,False,No Value Mentioned
2020-05-20 21:00:21+00:00,"RT @UNGEI: We need collective action to put gender at the forefront of the #COVID19 education response. 

Together we can open up schools b…",ManavSubodh,"Bengaluru, India l Global",Activating authentic leadership |Global Senior Fellow @BerkeleyIAG | Co- Founder @Activate1M1B l #AIYouthSkills l #SDGs,5225,741,17733,False,"We need collective action to put gender at the forefront of the #COVID19 education response. 

Together we can open up schools better for all learners, and girls in particular. #InSolidarityWithGirls https://t.co/uru6xdUqzM"
2020-05-20 21:00:21+00:00,"@RubikaLiyaquat How come anchors who have spent all their time communalising Covid-19 in India are calling themselves ‘Corona Warriors’? Doctors, cops and those providing relief work which include ordinary citizens are warriors. Not those who peddled hate during a national health emergency.",iam_faisal786,India,"सियासत को लहू पीने की लत है,
वरना मुल्क में सब ख़ैरियत है",33,137,995,False,No Value Mentioned
2020-05-20 21:00:25+00:00,RT @the_hindu: Claiming the Shiv Sena-led government in Maharashtra has “failed” to check the spread of coronavirus and the rising fataliti…,Rizwan_shaikh76,"Mumbai, India",No Value Mentioned,7,36,74,False,"Claiming the Shiv Sena-led government in Maharashtra has “failed” to check the spread of coronavirus and the rising fatalities unlike Kerala, the BJP on Wednesday appealed to people to register a protest on May 22.
#Kerala #BJP #Maharashtra
https://t.co/eE3reVSEGf"
2020-05-20 21:00:26+00:00,"Delhi registers 534 new Covid-19 cases; highest single-day spike takes tally to 11,088 - https://t.co/ycOwd2j8WM",techno_zig,India,"Technozig is the collection of news around the world to keep everyone upto date.
For more information visit our website.",19,129,741,False,No Value Mentioned
2020-05-20 21:00:27+00:00,"Coronavirus tracker: South Korea’s schools to resume, Russia witnesses spike in cases, World News https://t.co/v3qUvgfRUc",Dooiz1,India,"https://t.co/ssgZn149hb
Videos Youtube Music Songs Movies News",6,2,41240,False,No Value Mentioned
2020-05-20 21:00:27+00:00,RT @YouthService: A first-grader set up a booth to tell jokes during the pandemic quarantine. He is now a mini Internet celebrity. For more…,ManavSubodh,"Bengaluru, India l Global",Activating authentic leadership |Global Senior Fellow @BerkeleyIAG | Co- Founder @Activate1M1B l #AIYouthSkills l #SDGs,5225,741,17733,False,A first-grader set up a booth to tell jokes during the pandemic quarantine. He is now a mini Internet celebrity. For more ideas of #YouthService go to https://t.co/LlHfpnJHOI. #Coronavirus  https://t.co/vUBq45EzdD
2020-05-20 21:00:30+00:00,Coronavirus Resources and Information for Law Students https://t.co/Pfc0LTB0iK,IndyBar,"Indianapolis, Indiana","The Indianapolis Bar Association. Our mission: to serve our members, promote justice and enhance the legal profession.",3618,736,10884,False,No Value Mentioned
2020-05-20 21:00:34+00:00,No gyms. No restaurants. Now I don't need to worry about my weight. #lockdownindia #Lockdown4 #Covid_19india #COVID19,whoisrajsharma,"Mumbai, India",Social media lover.Foodaholic.Professional bathroom singer.Music is oxygen.,524,1354,328,False,No Value Mentioned
2020-05-20 21:00:41+00:00,RT @pradip103: Dr. @drharshvardhan  has been selected as chief of executive board of WHO. India’s efforts in battling corona is the main re…,mjmadhavjha1314,"Kolkata, India",Computer Science Engineering at JIS College of Engineering,83,1030,18396,False,Dr. @drharshvardhan  has been selected as chief of executive board of WHO. India’s efforts in battling corona is the main reason we are finally getting due recognition in the world.
2020-05-20 21:00:42+00:00,RT @Iyervval: So Maharashtra is cracking down on all “objectionable content” &amp; “free speech warriors” are absolutely silent. Tells you a lo…,RaghuNC,India,Maths n Physics/ computation. Reading about policy making etc.,307,786,9399,False,"So Maharashtra is cracking down on all “objectionable content” &amp; “free speech warriors” are absolutely silent. Tells you a lot about who’s doing the “suppressing” &amp; these self proclaimed defender’s commitment to free speech
https://t.co/NyqBo2VdfZ"
2020-05-20 21:00:45+00:00,RT @tedlieu: This is damning.,SunDevilWildcat,"Indianapolis, IN",Comedy is the Cure,137,806,2585,False,This is damning. https://t.co/Zz0OQ9XGQI
2020-05-20 21:00:47+00:00,"RT @majorgauravarya: If Taiwan refuses to blink, there is pretty much nothing that China can do about it. Taiwan senses this. 

COVID-19 an…",csharath11,"Hyderabad, India",No Value Mentioned,23,123,1135,False,"If Taiwan refuses to blink, there is pretty much nothing that China can do about it. Taiwan senses this. 

COVID-19 and the following deceit &amp; cover up has been China’s shame. The world is closing ranks. Any misadventure will have serious repercussions.  https://t.co/X23YCSzHNt"
2020-05-20 21:00:52+00:00,Leaders: The Pandemic Has Revealed the Truth About Your Heart. Do You Like What You See? https://t.co/v2kppAepJK,ipainsider,"Indianapolis, Indiana","The Platt Group: publisher of the award-winning INSIDE Public Accounting monthly newsletter, The IPA National Benchmarking Report & host of The PRIME Symposium.",1384,668,4235,False,No Value Mentioned
2020-05-20 21:00:55+00:00,RT @HonAhmedHussen: Are you struggling with the cost of raising your kids because of COVID-19? Today you will be getting $300 more per chil…,Fs__mansuri,"Gujarat, India",Instagram ID :- Fs__mansuri,16,125,576,False,Are you struggling with the cost of raising your kids because of COVID-19? Today you will be getting $300 more per child as part of the #CanadaChildBenefit. https://t.co/fhjvhEvArS
