created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-04-08 05:04:18+00:00,"RT @ndtv: Group of ministers suggests #lockdown extension for schools, colleges

https://t.co/fn1klVto5R https://t.co/CgBoAGZSqi",RamchandaniGP,आर्यावर्त . भारत . India . ,Warrior : of a different kind : for a better world.,1398,611,246166,False,"Group of ministers suggests #lockdown extension for schools, colleges

https://t.co/fn1klVto5R https://t.co/CgBoAGZSqi"
2020-04-08 05:04:18+00:00,"RT @nisheethsharan: This is simply BRILLIANT.
A reminder to Indian media what journalism could’ve been:

When Chinese Consulate in Sydney s…",Pobbathi_Venku,"Hyderabad, India","Pls donate to #BharatKeVeer
https://t.co/WhEMe2bnaW",627,3878,346012,False,"This is simply BRILLIANT.
A reminder to Indian media what journalism could’ve been:

When Chinese Consulate in Sydney sent a letter to The Telegraph angrily denouncing its coverage of China's pandemic-role, the newspaper wittily responded point-by-point.

https://t.co/nlls0rem4f"
2020-04-08 05:04:19+00:00,@mason1968reznov @gaakrati @Imamofpeace This are not china.. To Violet the humans rights..no freedom of speech just like india..,iddnewsindia,"Mysore, India",Defence Media,198,829,1806,False,No Value Mentioned
2020-04-08 05:04:20+00:00,"#Coronavirus is an opportunity 4 India 2 unite as 1 people, putting aside differences of religion, caste &amp; class; 2 forge one common purpose: the defeat of this deadly virus. Together we will win this battle. #StayHome #PrayAtHome @listenshahid @PMOIndia @kansalrohit69 @diprjk https://t.co/izV9KpEK5k",manzoorshah_JK,"Srinagar, India",No Value Mentioned,324,1269,1412,False,No Value Mentioned
2020-04-08 05:04:20+00:00,"RT @MhaskarChief: Sons of 2 IAS officers came from US, they didn't report to the authorities. Now, 18 health dept officers test positive fo…",hamza27041988,"Saharanpur, India","A proud Indian and a proud Muslim...
Supports @INCIndia
Fan of @RahulGandhi
 

https://t.co/l6vw8vNlFJ",438,353,27829,False,"Sons of 2 IAS officers came from US, they didn't report to the authorities. Now, 18 health dept officers test positive for COVID19 in MP. 
 https://t.co/GR8VHsWQfa"
2020-04-08 05:04:20+00:00,"While in several states, school fees (for both Govt and Private) have been waived off for the Lockdown period till school reopens, the Bihar Govt is still to do something in this regard. 
Our CM Sir must help the parents on this issue #BiharFightsCorona #nitishkumar",gunjan_mnnit,"Patna, India",A proud alumnus of MNNIT Allahabad working in the capacity of Manager at Indian Oil Corporation Limited.,46,54,30,False,No Value Mentioned
2020-04-08 05:04:21+00:00,RT @MaheshNBhatt: Love thy neighbour as thyself. 🙏,Syed84175814,"Hyderabad, India",I have many insoluble questions which will make you tour into my world.,421,536,38464,False,Love thy neighbour as thyself. 🙏 https://t.co/8WM4Ukhf3k
2020-04-08 05:04:21+00:00,RT @ANI: #UPDATE: A total of 35 new deaths and 773 new positive cases have been reported in the last 24 hours as India's total number of #C…,thakur_deekshaa,India,"🇮🇳NATIONALIST🇮🇳
💪Proud on Indian Army.💪

🎶🎵 SONG LOVER 🎶🎵

 “Be what you want to be, be the girl you supposed to be and forget the world.”",7307,157,108971,False,#UPDATE: A total of 35 new deaths and 773 new positive cases have been reported in the last 24 hours as India's total number of #Coronavirus positive cases stand at 5194. https://t.co/I92ThAt5um
2020-04-08 05:04:21+00:00,"RT @chanji_k: CPU-233(Cont..)
MP Directorate of Health Services is floundering to locate source of #coronavirus outbreak in its office buil…",NPC_INDIA_GOV,"New Delhi, India","The Union Minister for Commerce & Industry is the President of the NPC, and the Secretary, Department for Promotion of Industry & Internal Trade is Chairman.",1802,734,6276,False,"CPU-233(Cont..)
MP Directorate of Health Services is floundering to locate source of #coronavirus outbreak in its office building which infected 32 officials, from the sr-most bureaucrat to  Assistants &amp; peons, in the past 5 days.
MAKE OFFICES SAFE
#StaySafe #coronafreeoffices https://t.co/eKjoZu1xC5"
2020-04-08 05:04:21+00:00,"RT @PramodhKanigiri: Anna @KTRTRS , This is Pramod Kumar 2nd Year CSC Student from @KLUniversityHyd, I have developed web-based software to…",NAREN2088,India,"Rastra Sarvopari 🙏.Proud Hindu! I am here just to piss-off liberandus .Likes,Retweets🚫= Endorsement.",45,113,1736,False,"Anna @KTRTRS , This is Pramod Kumar 2nd Year CSC Student from @KLUniversityHyd, I have developed web-based software to detect COVID-19 from chest X-Ray with above 90% Accuracy with available datasets from KAGGLE site, if you support with more datasets I can improve more accuracy. https://t.co/cvJ1iO5fuj"
