csv_file,total_rows,empty_rows,indian_rows
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-08-16.csv,20596,6659,263
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-31-09.csv,54395,16417,1504
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-27-21.csv,21641,7150,200
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-06-02.csv,27370,9052,806
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-11.csv,29540,9721,260
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-22-05.csv,21498,6609,1602
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-15-07.csv,18245,5685,1219
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-06-10.csv,24508,7176,763
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-15-08.csv,25694,7451,1620
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-25-13.csv,18502,5547,868
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-05-22.csv,27744,8980,175
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-11-12.csv,18135,5642,1219
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-07-20.csv,27905,8505,415
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-26-21.csv,27388,9059,352
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-12-04.csv,22379,7414,1359
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-01-00.csv,32031,10397,443
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-08.csv,221,68,1
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-26-18.csv,46162,15134,392
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-13-17.csv,41591,14330,1063
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-04-22.csv,23060,7252,283
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-17-12.csv,21655,6591,457
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-12.csv,23016,7125,1216
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-27-17.csv,18176,5213,766
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-09-07.csv,36653,12307,1023
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-04-07.csv,10140,3538,493
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-26-08.csv,18006,5592,1551
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-23-18.csv,15984,5198,221
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-09-02.csv,14282,5273,319
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-17-07.csv,23111,7952,823
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-11-15.csv,22286,6729,312
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-21-23.csv,134,36,2
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-31-15.csv,69256,22679,1982
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-16-13.csv,21382,6598,942
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-05-23.csv,30167,9867,319
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-29-20.csv,26515,8538,396
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-15-09.csv,23513,7082,1360
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-03-13.csv,21170,7533,760
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-05-17.csv,21571,6444,403
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-25-06.csv,34923,12259,555
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-11.csv,26524,8239,1622
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-23-07.csv,25179,7481,1633
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-26-14.csv,63707,22553,396
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-23-16.csv,29397,9668,1033
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-11-06.csv,20171,6257,492
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-08-23.csv,20870,6860,170
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-10.csv,22883,6810,1376
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-03-21.csv,177602,56496,1032
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-23-00.csv,2254,782,7
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-24-22.csv,15450,4866,167
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-12-00.csv,6003,2055,48
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-14.csv,22854,7446,177
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-20-16.csv,25891,8012,1014
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-24-04.csv,30308,10824,612
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-25-07.csv,26265,7657,2059
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-14-03.csv,20797,7065,766
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-30-05.csv,18060,5623,1340
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-08-15.csv,22130,6860,920
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-20-11.csv,15570,4677,905
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-24-15.csv,20898,7285,208
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-16-04.csv,9008,3209,255
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-17-07.csv,17268,5234,617
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-18.csv,32904,10724,259
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-31-17.csv,35280,11411,1266
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-16-00.csv,23905,8203,500
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-12-12.csv,24952,7872,1249
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-15-15.csv,24121,9358,369
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-22-20.csv,22186,6998,299
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-13-19.csv,29813,9211,291
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-01-00.csv,22151,7225,399
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-21-03.csv,4175,1548,78
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-14.csv,1510,428,6
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-03-10.csv,16033,4797,1255
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-17-03.csv,27718,10088,842
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-25-06.csv,26716,8036,2144
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-26-03.csv,29038,9880,1376
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-13-07.csv,23879,7241,1699
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-28-06.csv,30334,9802,862
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-20-15.csv,24313,7429,953
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-29-20.csv,49984,15350,327
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-10-11.csv,25353,8112,1143
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-23-00.csv,20294,6804,289
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-06-08.csv,24124,7012,1619
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-18-20.csv,26894,8213,258
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-22-16.csv,27499,8500,1199
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-08-05.csv,19461,6083,1492
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-01-23.csv,18459,5919,295
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-17-11.csv,21875,6721,553
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-14-02.csv,23600,8129,625
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-29-10.csv,17566,5262,1076
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-19.csv,22024,6954,129
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-03-17.csv,18607,5568,761
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-28-08.csv,24838,7318,1645
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-07-19.csv,30106,9727,484
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-24-21.csv,27748,8790,142
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-25-03.csv,27680,9820,1255
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-02-02.csv,20810,6772,713
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-09-00.csv,34419,12341,327
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-13-00.csv,23862,8023,304
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-06-09.csv,18957,5599,579
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-07-06.csv,12503,4276,422
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-01-17.csv,120154,38376,1183
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-04.csv,222,70,1
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-10-09.csv,29149,9814,834
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-16-16.csv,21671,6430,525
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-05-07.csv,24714,7558,1814
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-06-18.csv,30040,9035,430
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-25-04.csv,23636,8367,259
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-15-12.csv,16462,5199,516
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-25-13.csv,46079,16296,472
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-25-23.csv,22650,7433,349
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-20-20.csv,29955,9157,478
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-13-08.csv,16587,5085,1070
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-04-21.csv,27254,8435,329
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-07-18.csv,25842,7818,285
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-01-12.csv,24033,7237,1502
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-06-03.csv,17856,5880,799
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-22-03.csv,24196,8696,1092
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-14-16.csv,24860,7711,454
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-09-23.csv,18402,5830,171
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-28-10.csv,31149,9680,1620
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-07-12.csv,21445,7540,668
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-31-22.csv,26686,8866,198
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-12-23.csv,25716,8361,230
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-05-01.csv,23379,7393,432
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-14-23.csv,24937,8187,144
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-07-11.csv,27263,8264,1596
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-07-15.csv,21974,6880,332
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-07-05.csv,32866,11375,1545
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-15-14.csv,17209,6496,319
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-29-23.csv,36095,11684,258
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-08-01.csv,19016,6792,296
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-05-18.csv,33141,11381,676
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-14-12.csv,19600,6152,387
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-16-03.csv,24760,9001,634
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-05-01.csv,26648,9276,454
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-21-00.csv,24561,8632,172
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-28-15.csv,22231,6996,860
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-05.csv,217,56,2
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-14-07.csv,22968,7113,723
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-29-05.csv,106797,35325,1288
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-24-09.csv,24478,8081,1616
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-20.csv,2870,779,17
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-21-12.csv,20604,6473,1047
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-27-17.csv,18853,5770,780
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-27-15.csv,29331,9251,1172
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-11-14.csv,19026,5929,265
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-08.csv,31184,9690,377
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-20.csv,25612,7719,397
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-02-01.csv,26463,8681,546
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-23-08.csv,1983,684,40
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-01-02.csv,102540,34411,1194
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-27-14.csv,18732,6371,186
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-11-03.csv,25402,8719,1060
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-28-10.csv,24186,7764,269
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-08.csv,22607,6737,1574
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-25-22.csv,25569,8591,183
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-21-23.csv,17064,5419,113
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-05-11.csv,11944,4241,231
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-16-10.csv,17635,5529,1183
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-11-08.csv,19351,5632,478
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-21-01.csv,25610,8514,496
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-12-14.csv,29234,8984,428
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-31-23.csv,54003,17409,388
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-13-14.csv,19812,6088,306
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-09-16.csv,20272,6497,284
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-09-06.csv,8430,3041,254
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-05-23.csv,28704,9022,239
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-06-04.csv,25025,8200,1477
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-02-10.csv,25272,8969,2052
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-31-16.csv,23412,7807,907
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-11-02.csv,26841,8753,1089
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-10-03.csv,16965,5632,758
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-18-01.csv,17537,5848,355
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-21-02.csv,20607,6938,635
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-10-19.csv,25503,8498,518
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-14-04.csv,28916,10238,1248
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-03-21.csv,18383,5500,235
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-11-09.csv,25256,7405,1861
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-09-12.csv,13400,4894,352
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-17-08.csv,24225,8097,953
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-06-21.csv,27378,8502,283
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-07.csv,135,49,2
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-22-10.csv,23151,8627,564
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-05-21.csv,27171,8355,298
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-26-07.csv,25169,7250,2401
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-31-20.csv,7722,2351,148
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-11.csv,15029,4421,804
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-22-12.csv,28902,8862,1624
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-28-10.csv,22644,6774,1280
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-11-19.csv,21956,7282,240
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-21-11.csv,26796,8471,1279
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-21-13.csv,23414,7348,956
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-04-03.csv,127394,42650,3568
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-31-22.csv,0,0,0
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-19-03.csv,26310,8842,1174
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-09.csv,22659,6586,1356
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-12-06.csv,9889,3546,297
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-10-07.csv,22665,7042,446
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-14-10.csv,24881,7378,1402
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-10-07.csv,23093,6911,1810
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-26-05.csv,24615,7985,1656
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-10-06.csv,3905,1364,135
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-21-04.csv,21476,7022,1334
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-02-18.csv,13584,4543,600
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-29-17.csv,59167,19210,952
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-21.csv,25183,7866,270
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-27-07.csv,25263,7171,2175
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-22-13.csv,27809,8589,1537
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-11-08.csv,20461,6285,1317
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-29-01.csv,26381,8847,666
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-09-13.csv,22971,7206,1169
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-03-22.csv,23172,7660,254
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-19-03.csv,31968,11964,789
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-29-01.csv,32872,11311,652
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-07-11.csv,23376,7221,458
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-31-13.csv,23319,7023,1339
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-29-22.csv,52240,16344,276
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-08-15.csv,21533,7995,477
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-06.csv,23836,7121,1745
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-11-11.csv,18057,5460,986
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-05-15.csv,28686,8706,1281
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-22-23.csv,23283,7679,184
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-24-15.csv,41813,13560,636
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-18-00.csv,22343,7988,253
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-12-04.csv,25770,8348,380
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-10-23.csv,20031,6276,84
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-11-20.csv,32961,10831,273
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-01-16.csv,26347,9327,1578
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-23.csv,25387,7878,347
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-19-10.csv,21474,6543,716
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-21-03.csv,13956,4534,503
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-14-00.csv,26163,8867,311
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-13-22.csv,22613,7094,113
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-22-09.csv,23448,6834,1674
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-04-10.csv,20672,6090,1546
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-18-20.csv,31249,10148,312
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-15-15.csv,21002,6504,418
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-16-23.csv,27935,9017,233
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-15-10.csv,20759,6515,1308
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-29-16.csv,70250,22919,1166
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-08-04.csv,21408,7034,1067
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-18-22.csv,28431,9440,397
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-10-02.csv,20975,6835,207
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-12-10.csv,16995,6126,796
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-26-15.csv,67459,23445,450
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-09-11.csv,22963,6970,1412
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-04-09.csv,6550,2340,265
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-03-19.csv,17587,5720,277
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-18-01.csv,26033,9039,564
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-25-07.csv,31913,10235,2173
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-25-20.csv,27687,8973,176
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-31-21.csv,65105,20326,739
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-05-05.csv,32005,10257,1133
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-18-11.csv,23604,7128,1316
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-31-17.csv,61139,19866,2511
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-19-07.csv,23836,7335,1610
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-26-17.csv,26955,8795,1422
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-21-08.csv,19071,5885,1375
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-22-03.csv,305,104,2
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-28-17.csv,25072,7520,964
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-30-00.csv,21984,7080,287
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-03-02-13.csv,20976,6843,316
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-01-28-11.csv,33631,10946,839
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-13-12.csv,23692,7525,1038
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-02-29-07.csv,84968,27484,1109
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-04-05-16.csv,22833,7025,1773
COVID-19-Twitter-Dataset-35GB/coronavirus-tweet-id-2020-05-16-05.csv,25531,8577,2102
