created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-24 05:32:03+00:00,"#Karnataka Minister BC Patil Seeks Shoot At Sight Law Against Those Who Speak ill of #India Or Raise Pro-Pakistan Slogans
Citing China's example,he requested Prime Minister Narendra Modi to bring in a tough law to deal with traitors @narendramodi @AmitShah
https://t.co/cwI0NnYXyG",SachinsTweet,भारत 🐣 INDIA 🐦 AFRICA 🦅 UAE,⚡Defence🌟Strategic Studies🌟Counter Insurgency/Terrorism♨Karma कर्म♥BeingHuman😊Proud हिन्दुस्तानी🇮🇳Respect MenInUniform🙏🌐RTaren'tEndorsements ✴NationFirst,1062,4984,50115,False,No Value Mentioned
2020-02-24 05:32:03+00:00,RT @kaslina: trump's slashing the budget for the CDC. What does he expect to happen when he shows that he and the GOP don't care about heal…,bluebird21833,"Indiana, USA","I'm an old retired Democrat. Only vote Democrat, it's the party that cares. I am not on fb or Insta just Twitter. I only have this as an outlet for my opinions.",2087,2497,37002,False,trump's slashing the budget for the CDC. What does he expect to happen when he shows that he and the GOP don't care about health and lives? https://t.co/gBJ8KzxeeM
2020-02-24 05:32:04+00:00,RT @republic: China calls Coronavirus outbreak ‘largest public health crisis’ since its founding https://t.co/D5Kth8iSes,saxenadocile_,India,A thing should not be spoilt to such an extent that later an expert is required to repair a thing,462,0,72492,False,China calls Coronavirus outbreak ‘largest public health crisis’ since its founding https://t.co/D5Kth8iSes
2020-02-24 05:32:12+00:00,@IndoPac_Info @99cicero99 Are there indications of a peak in Wuhan?,viratfx,India,Stocks,112,366,12362,False,No Value Mentioned
2020-02-24 05:32:19+00:00,"Set to Become China’s Leading Food Company, PepsiCo Buys Local Snack Brand ‘Be &amp; Cheery’ For $705 Mn https://t.co/Gjw7JsiNCo https://t.co/wEzMrp7NXI",somsirsa,"Chandigarh, India","Technophile, AI Faculty, Mental Health Advocate, @JUFET alum, 

Appointments at 👉
https://t.co/BzXQ3mIfBS",814,1713,359409,False,No Value Mentioned
2020-02-24 05:32:22+00:00,"The US has notched up Indian defense deals worth  $20 billion for aircraft, helicopters, and howitzers, managing to displace India's long-standing military supplier Russia. The ever-tightening strategic embrace is to counter an aggressive &amp; expansionist China. https://t.co/C7llSEX2y2",dev_vaish,"Agra, India","Thinker, Innovator with uncanny ability to capture & nurture bright Ideas. Quality Specialist at the UN. In service of the Last with Least, Lowest & the Lost.",64,621,1308,False,No Value Mentioned
2020-02-24 05:32:28+00:00,For those who were hoping using HIV drugs for #coronavirus #COVID19 will work. Hoped dashed https://t.co/5HzyOuS7XY,imVertica,"New Delhi, India",Entrepreneur/ Speaker/ Mastering Scaling-up/ Helping WOMEN rise/ ASIA BOOK OF RECORD for WATER Aw/ Daily Reporting to little Daughter/ ♥️Singing/ Wouldbe Author,430,377,1842,False,No Value Mentioned
2020-02-24 05:32:36+00:00,South Korea Becomes Latest Victim to Coronavirus Epidemic With Death Toll Rising to 7 And 763 Confirmed Cases | Earth Indian https://t.co/cz3evtsBDK,urkude_shivam,"Mumbai, India",student,22,93,3751,False,No Value Mentioned
2020-02-24 05:32:37+00:00,"RT @jaswant29: #GodMorningMonday
Science could not stop Australia's fire.
 China is now unable to stop the corona virus.  Disaster can be a…",Narende75534953,"Jind, India",No Value Mentioned,58,71,3856,False,"#GodMorningMonday
Science could not stop Australia's fire.
 China is now unable to stop the corona virus.  Disaster can be averted only by spiritual knowledge. https://t.co/3TD9IjIa2x"
2020-02-24 05:32:42+00:00,"RT @paulg: America: Let's have a party. I'll bring the software!

China: I'll bring the hardware!

EU: I'll bring the regulation!

America,…",bookjelly,India,"📚Books are my solace and escape from daily grind. Book Blogger, reads only business literature. Bibliophile. Tweets are personal",3230,3194,3050,False,"America: Let's have a party. I'll bring the software!

China: I'll bring the hardware!

EU: I'll bring the regulation!

America, China:"
