created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-01 22:24:55+00:00,"RT @cjwerleman: ""The way I would put it is right after 9/11, people looked at every Muslim as if they were terrorists, and that's how peopl…",apandit1947,"New Delhi, India",Come along with people as we need to be heard not herd✍️,64,229,20810,False,"""The way I would put it is right after 9/11, people looked at every Muslim as if they were terrorists, and that's how people are looking at us.""

https://t.co/0RqYsT8qUX"
2020-02-01 22:25:14+00:00,"RT @Jasmine_Jewels: #Coronavirus possibly engineered with HIV insertions 

Indian scientists have just found HIV (AIDS) virus-like insertio…",Delaney1964,"Indiana, USA","Conservative Christian happily married 31 years,  Trump supporter anti globalist",809,972,19541,False,"#Coronavirus possibly engineered with HIV insertions 

Indian scientists have just found HIV (AIDS) virus-like insertions in the 2019-nCov virus that are not found in any other coronavirus.

(Interesting how quickly this story was scrubbed from the internet.) https://t.co/C4vbFVGJpi"
2020-02-01 22:25:16+00:00,"RT @republic: Coronavirus: Air India Crew Hailed For Mission To Rescue Indians, B-Town Says 'hats Off'

https://t.co/CdnKn8J2Ik",sushilhanda5,"Chandigarh, India","भूल होना 'प्रकृति' है, 
उसे मान लेना 'संस्कृति' है,
और भूल को सुधार लेना 'प्रगति' है।🙏🙏🙏",194,130,34060,False,"Coronavirus: Air India Crew Hailed For Mission To Rescue Indians, B-Town Says 'hats Off'

https://t.co/CdnKn8J2Ik"
2020-02-01 22:25:21+00:00,"Absolutely, India should do it. It would be a global slap on both Pakistan's and China's faces. https://t.co/OXv2rHL6Jm",roflbaba,"Navi Mumbai, India",I tweet chilling truth,20463,489,48246,False,No Value Mentioned
2020-02-01 22:25:23+00:00,RT @vinayak_jain: Pakistan has denied evacuating its citizens from China while India already has. My geopolitical opinion says India should…,roflbaba,"Navi Mumbai, India",I tweet chilling truth,20463,489,48246,False,Pakistan has denied evacuating its citizens from China while India already has. My geopolitical opinion says India should evacuate Pakistani nationals too. That would be the ultimate move exposing Pakistan on the global stage and embarrassing it thoroughly.
2020-02-01 22:25:27+00:00,Shehzad Bro don't malign urself with this Paaptards he can't even read the soul of Bharatvarsh this kk is a poor soul &amp;he is mere stooge https://t.co/rPoFS225pK,Bobbyamit76,"New Delhi, India","A key person who initiated and completed the very first digital India for Smart City Projects/Wi-Fi /CP Wi-Fi/Ferozshah kotla,Airports. Nationalist by ♥",47,280,1574,False,No Value Mentioned
2020-02-01 22:25:34+00:00,"Esper approves DoD housing for US coronavirus quarantine after eighth case confirmed #coronavirus #coronavirususa

https://t.co/O6iOvKwMVM",PapaNewPro,"Indianapolis, Indiana","CEO/owner @NewPro, investor @Emplify, founder/publisher @ModPlantMag, board member @GPGBdotORG, owner @Interiorscapers",11856,4854,20358,False,No Value Mentioned
2020-02-01 22:25:41+00:00,RT @MajorPoonia: This video of a helpless Pakistani student is heartbreaking..felt bad &amp; sad😔They are seeing Indian students getting evacua…,bulla1008,India,#Indian #राष्ट्रहित_सर्वोपरी #जयश्रीराम #हिंदुत्व #भारत🙏🇮🇳🇮🇳🙏🚩🚩,1125,1555,8395,False,"This video of a helpless Pakistani student is heartbreaking..felt bad &amp; sad😔They are seeing Indian students getting evacuated from China but Pak’s Govt told them
“Zindagi aur maut Allah ke haath mein hai”.
Hon’ble PM @narendramodi Sir, We🇮🇳should help them🙏
Cc @DrSJaishankar https://t.co/uhUpIch6fi"
2020-02-01 22:25:55+00:00,RT @ctardaguila: This is the greatest efforts I have ever seen in the fact-checking community. I am sooooo proud of #CoronaVirusFacts / #Da…,govindethiraj,"Mumbai, India","Journalist, TV anchor. Founder: IndiaSpend, https://t.co/RCrpvM4RmE, BOOM, Founder-Editor of Bloomberg TV India. Earlier: CNBC-TV18, ET. Fellow, Aspen Institute",20971,1533,14824,True,This is the greatest efforts I have ever seen in the fact-checking community. I am sooooo proud of #CoronaVirusFacts / #DatosCoronaVirus💪 https://t.co/nhiGho4zZg
2020-02-01 22:25:55+00:00,RT @M_Raj03: If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome,KarmYogi0909,India,🚩जय श्री राम 🚩,142,469,8506,False,If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome https://t.co/u0BYV7S4zp
2020-02-01 22:26:04+00:00,RT @nailainayat: Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to…,Narendra_Army,New India,"Army in Heart & Blood, Views are Personal ,Retweets not for endorsements 
Bindaas Boy.. 💪
Jai Hind..! Bharat Mata Ki Jai. 💪",802,758,22840,False,Pakistani student in Wuhan shows how Indian students are being evacuated by their govt. While Pakistanis are left there to die by the govt of Pakistan: https://t.co/86LthXG593
2020-02-01 22:26:14+00:00,"RT @MeriChotiDuniya: Each one of them products of the social poisoning we've witnessed since 2014 

In 2010 we were poised to overtake Chin…",ImranPubg,"Hyderabad, India",From India,5,0,678,False,"Each one of them products of the social poisoning we've witnessed since 2014 

In 2010 we were poised to overtake China in economic growth. Today we are economically, socially &amp; politically broken thanks to RSS &amp; BJP

#कपिल_RSS_का_आतंकवादी https://t.co/pqIqmCGvfT"
2020-02-01 22:26:23+00:00,"RT @MeriChotiDuniya: Each one of them products of the social poisoning we've witnessed since 2014 

In 2010 we were poised to overtake Chin…",ejazr,| POLITICALLY INDIAN |,Economically Centre-Right | Socially Liberal-Left,122,128,44130,False,"Each one of them products of the social poisoning we've witnessed since 2014 

In 2010 we were poised to overtake China in economic growth. Today we are economically, socially &amp; politically broken thanks to RSS &amp; BJP

#कपिल_RSS_का_आतंकवादी https://t.co/pqIqmCGvfT"
2020-02-01 22:26:30+00:00,RT @M_Raj03: If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome,Rohit_Bhakt,"Surat, India","Fulltime DeshBHAKT, MODI supporter, Hindu extremist,",20,192,2108,False,If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome https://t.co/u0BYV7S4zp
2020-02-01 22:26:31+00:00,"RT @DDNewslive: #CORONAVIRUS: ITBP creates a facility swiftly near ITBP Chhawla Camp, New Delhi for quarantine of approximately 600 Indian…",VaikantGupta,"Indore, India","I'm Learner, Student of Life. 🇮🇳",211,128,1759,False,"#CORONAVIRUS: ITBP creates a facility swiftly near ITBP Chhawla Camp, New Delhi for quarantine of approximately 600 Indian families arriving from Wuhan, #China. Families will be monitored by a qualified team of doctors to watch for any signs of infection https://t.co/uzHeyP7OG4"
2020-02-01 22:26:52+00:00,RT @sneheshphilip: Really sad. A Pakistani student in #Wuhan watching his Indian counterparts being evacuated. The students have been left…,sorry_sirji,India,Baatein jo sochne pe mazboor kar dein.,176,2872,14193,False,Really sad. A Pakistani student in #Wuhan watching his Indian counterparts being evacuated. The students have been left to their fate by #Pakistan government. #coronarovirus https://t.co/OT3kmDyT7I
2020-02-01 22:26:54+00:00,RT @SecPompeo: .@StateDept is increasing the #China Travel Advisory to Level 4 – Do Not Travel. This is due to the spread of the novel #cor…,selberan,"INDIA,KERALA,KOLLAM.UAE",YOU ARE LOOKING GOOD,734,4973,87668,False,.@StateDept is increasing the #China Travel Advisory to Level 4 – Do Not Travel. This is due to the spread of the novel #coronavirus throughout China &amp; the @WHO determination that the outbreak constitutes a Public Health Emergency of International Concern. https://t.co/BIIUdavoP0
2020-02-01 22:26:55+00:00,RT @VikramMisri: The 2nd #AirIndia flight from #Wuhan has just taken off for #Delhi with 323 Indian citizens on board. 7 Maldives citizens…,theBipulMishra,India,"Welcome😎
I Follow🌍Global and Indian 🇮🇳 Economy💰Finance 💶 Politics 🚀Space🛰 Defense✈ National Security 🌐Geopolitics🗺 Science & Technology.🌋",34,158,320,False,The 2nd #AirIndia flight from #Wuhan has just taken off for #Delhi with 323 Indian citizens on board. 7 Maldives citizens are also being evacuated. Grateful once again to @MFA_China and local authorities all across #Hubei for their assistance. @MEAIndia @DrSJaishankar @EOIBeijing
2020-02-01 22:26:55+00:00,"Full Recipe on my Youtube Channel Anukriti Cooking Recipes .. https://t.co/Cbh4rfhI7o
#coronavirus #coronavirusindia #VIDEO #RT #video #DelhiWithBJP #MumbaiPride https://t.co/r8RLYIk38Z",anukriticooking,India,"Wanna have good food, you have two options get a good chef or become one.

Please subscribe to my youtube channel to know how Restaurants Hotels and Dhaba's ???",92,883,3331,False,No Value Mentioned
2020-02-01 22:27:02+00:00,"RT @TheZaiduLeaks: Don't understand why Endians are surprised over our Pak govt not accepting Pakistani citizens struck in China.

Dear End…",PooJa33333,"Faridabad,India","Indian-a proud 'Hindu'stani🇮🇳 n A Modi supporter of course 😊
"" भक्त है तो भारत है""",462,107,6148,False,"Don't understand why Endians are surprised over our Pak govt not accepting Pakistani citizens struck in China.

Dear Endians we never accepted dead bodies of Pak soldiers in Kargil, we never accepted Osama was found in Pak how can we accept Pakistanis infected with #CoronaVirus"
2020-02-01 22:27:07+00:00,"RT @catcontentonly: Your racist jokes about dying of coronavirus are all so tired. The flu killed 80,000 ppl in the US in 2018 alone, but I…",_Melodrama_,"Trivandrum, India",Existing..,1700,2213,61029,False,"Your racist jokes about dying of coronavirus are all so tired. The flu killed 80,000 ppl in the US in 2018 alone, but I guess you’re not worried about that since it’s not racialized as carried by dirty orientals the way coronavirus is"
2020-02-01 22:27:13+00:00,"RT @Vijayabaskarofl: #CoronaVirus Update: The Virologylab at #KingsInstitute,Chennai is setup as per guidelines from Health Ministry &amp; is f…",BoobalanGK,"Salem,India/davao, Philippines","Medico & learning politician
🖤💙❤️",149,138,980,False,"#CoronaVirus Update: The Virologylab at #KingsInstitute,Chennai is setup as per guidelines from Health Ministry &amp; is fully functional. Blood samples &amp; throat swab for #nCoV2019 can be tested starting tomorrow (2nd,Feb). This is a major initiative from #TNGovt against n-CoV. #CVB https://t.co/KZFSgncYVT"
2020-02-01 22:27:21+00:00,RT @YRDeshmukh: This is heartbreaking.  Imagine what their parents must be going through. They are literally dumped there to die. Wish ther…,sorry_sirji,India,Baatein jo sochne pe mazboor kar dein.,176,2872,14193,False,"This is heartbreaking.  Imagine what their parents must be going through. They are literally dumped there to die. Wish there was a way for helping them as well. 

I know it is unpopular opinion @narendramodi ji, but It would be great service to humanity if we could help them. https://t.co/x3Gy7wwP0M"
2020-02-01 22:27:24+00:00,president of Pakistan 👇🤣😂😂 https://t.co/FtYMSHITaf,Singhradhika360,"New Delhi, India",No Value Mentioned,60,166,2477,False,No Value Mentioned
2020-02-01 22:27:30+00:00,"RT @SecPompeo: I spoke today with Politburo Director Yang Jiechi about the evacuation from Wuhan. As always, our number one priority is pro…",selberan,"INDIA,KERALA,KOLLAM.UAE",YOU ARE LOOKING GOOD,734,4973,87668,False,"I spoke today with Politburo Director Yang Jiechi about the evacuation from Wuhan. As always, our number one priority is protecting American citizens in times of crisis. We are sparing no effort to protect our people and help #China contain the #coronavirus outbreak."
